Date,ProductName,Quantity,UnitPrice,StoreLocation,PaymentType,PromotionApplied,Weather,Temperature,StaffPerformanceRating,CustomerFeedback,DeliveryTime_min,OrderType,CustomerName,CustomerAddress,Customer_PhoneNumber,CustomerEmail,Staff_Name,Staff_Email,DayOfWeek,TotalSales
2023-02-03 03:00:00,Carrot Cake,4,17.97790021,North,Cash,FALSE,Cloudy,32.02463885,Poor,,19,In Store,Sandra Romero,"439 Kelley Fords
Millerport, PW 82108",+1-838-256-5972x6829,moodymadeline@example.com,Mary Ramirez,david63@example.org,Friday,71.91160084
2023-02-03 04:00:00,Cheesecake,5,18.72885777,North,Online,FALSE,Cloudy,26.62301016,Excellent,Negative,53,In Store,Lisa Mitchell,"590 Sanchez Throughway Suite 483
Lake James, DC 17393",360-281-2957,rodriguezashley@example.com,Jennifer Cooper,careykenneth@example.org,Friday,93.64428887
2023-02-03 05:00:00,Carrot Cake,2,17.89735753,South,Online,FALSE,Rainy,27.35920364,Average,Positive,23,Phone Order,Joshua Taylor,"153 Brown Grove
Cynthiamouth, NY 90072",+1-387-884-1965x9359,jenkinsmichael@example.org,Margaret Ruiz,jeffrey18@example.net,Friday,35.79471506
2023-02-03 06:00:00,Chocolate Cake,3,5.525118722,West,Online,TRUE,Cloudy,32.73151378,Good,Positive,32,Online Order,Dr. Joyce Vang,"56775 Teresa Shoal
West Madisonshire, KS 66820",(942)660-3443x29464,,Sarah Smith,kevinhart@example.com,Friday,16.57535617
2023-02-03 07:00:00,Fruit Cake,1,16.81060018,West,Online,FALSE,Rainy,30.59087172,Good,Positive,35,Online Order,Renee Jimenez,"095 Jessica Grove
Collinshaven, CT 01309",(516)815-1200,wgriffin@example.org,Amber Cox,showell@example.org,Friday,16.81060018
2023-02-03 08:00:00,Cheesecake,3,11.170092,West,Cash,FALSE,Cloudy,27.35681613,Excellent,Neutral,22,Online Order,Austin Wilson,"46051 Hill Circle
Lindaborough, HI 59940",+1-662-286-6582x804,martinezelizabeth@example.com,Jonathan Garcia,wandagibbs@example.org,Friday,33.51027599
2023-02-03 09:00:00,Red Velvet Cake,3,18.1058438,North,Credit Card,FALSE,Rainy,23.86543472,Good,Positive,58,Online Order,Ronnie Burke,"4180 Joshua Locks
Kimborough, OK 19436",855-967-1592x8260,davisbrett@example.org,Amy Gray,patricia16@example.org,Friday,54.31753141
2023-02-03 10:00:00,Pizza Pepperoni,3,14.56931394,West,Cash,TRUE,Rainy,33.2739012,Poor,Negative,48,Phone Order,Nicole Davis,"2591 Mason Point
East Williamville, OH 63712",001-536-985-3245x18817,lisa10@example.net,Tiffany Flynn,freemanlaurie@example.net,Friday,43.70794182
2023-02-03 11:00:00,Fruit Cake,3,17.50464701,West,Credit Card,TRUE,Sunny,28.65530603,Poor,Neutral,24,Online Order,Matthew Warner,"96727 Michael Radial
North Nicolemouth, VI 44949",3245592765,tchapman@example.com,Brett Sawyer,,Friday,52.51394104
2023-02-03 12:00:00,Carrot Cake,2,12.49147655,South,Cash,FALSE,Sunny,23.31721415,Good,Neutral,55,Phone Order,Dawn Cruz,"9039 Sherman Walk Apt. 428
Port Christopherchester, VA 25736",918.233.4022,parkssummer@example.com,Annette Romero,brandonharrison@example.org,Friday,24.9829531
2023-02-03 13:00:00,Pizza Margherita,4,13.02538257,West,Online,TRUE,Rainy,24.03679629,Good,Neutral,38,In Store,Jackie Martin,"02510 Wood Ports Apt. 288
North Amyfurt, SC 77032",279-642-1877x62748,tannermichael@example.net,Jasmine Reed,,Friday,52.10153028
2023-02-03 14:00:00,Cheesecake,5,7.165814482,North,Online,FALSE,Cloudy,32.04699633,Poor,Neutral,54,Phone Order,Kyle Perez,"9816 Garza Lodge Suite 730
Johnsonmouth, AL 10842",001-429-710-1407x6023,eclark@example.com,Crystal Houston,jenniferhaynes@example.net,Friday,35.82907241
2023-02-03 15:00:00,Cheesecake,3,16.75981038,North,Credit Card,TRUE,Cloudy,20.66218343,Good,Negative,38,Online Order,Phillip Davis,"63207 Jones Plaza
Johnsonfort, IN 18942",726-566-2628x9171,hwilliams@example.org,Jessica Edwards,jdavis@example.net,Friday,50.27943114
2023-02-03 16:00:00,Pizza Pepperoni,3,11.29084418,North,Credit Card,TRUE,Cloudy,34.88138281,Poor,Negative,46,In Store,Leah Marsh,"4941 Neal Track Suite 627
Fostershire, IN 18318",7169680064,whitneymccoy@example.org,Heather Dillon,janeperez@example.net,Friday,33.87253253
2023-02-03 17:00:00,Pizza Beef Double decker,3,12.50120177,South,Cash,FALSE,Rainy,21.9552752,Average,Positive,47,Phone Order,Samantha Morgan,"94881 Coleman Trail Apt. 112
North Ronaldview, AZ 53811",8889311163,patricia97@example.org,Barbara Everett,williamsrobert@example.com,Friday,37.50360532
2023-02-03 18:00:00,Vanilla Cake,4,16.77646571,South,Credit Card,FALSE,Rainy,31.94102788,Average,Neutral,52,Phone Order,Logan Malone,"061 Kevin Squares Apt. 540
West William, OH 25848",214-886-6149x455,,Marcia Wolfe,bbryan@example.com,Friday,67.10586285
2023-02-03 19:00:00,Vanilla Cake,1,13.982681,East,Cash,FALSE,Rainy,,Good,Positive,58,Phone Order,Ryan Murphy,"8565 Moore Dale Apt. 430
Timothyburgh, NE 86306",(489)743-0653,hayesmichael@example.com,Michael Cowan,jennifer99@example.com,Friday,13.982681
2023-02-03 20:00:00,Pizza Margherita,1,8.016480912,West,Credit Card,TRUE,Rainy,27.38324275,Good,,48,In Store,Ashley Malone,"PSC 8145, Box 2148
APO AA 66208",+1-624-999-4844x96343,navarrojenna@example.org,Brittany Jenkins,ayaladennis@example.org,Friday,8.016480912
2023-02-03 21:00:00,Chocolate Cake,2,13.85348989,South,Credit Card,FALSE,Sunny,33.20975866,Good,Neutral,25,Phone Order,Matthew Johnson,"0819 Kelly Shoal
Michaelfurt, AS 46132",316-821-2225x7027,kmartin@example.org,Brett Hernandez,patricia01@example.net,Friday,27.70697977
2023-02-03 22:00:00,Chocolate Cake,1,11.11449287,North,Credit Card,TRUE,Rainy,26.19366784,Poor,Negative,45,Online Order,Megan Perez,"77482 Williams Causeway
Romeroton, KY 62781",410.965.4117x197,fdixon@example.org,Katherine Schwartz,ngonzalez@example.com,Friday,11.11449287
2023-02-03 23:00:00,Red Velvet Cake,3,12.04288313,North,Online,TRUE,Cloudy,28.06240631,Average,,32,In Store,Cheyenne Bartlett,"64339 Russell Flat
South Jacobland, MP 77982",461.261.3411,garymiller@example.org,Gary Huffman,sherryharris@example.com,Friday,36.12864939
2023-02-04 00:00:00,Fruit Cake,3,5.424669116,South,Online,FALSE,Sunny,20.73949494,Average,Negative,37,In Store,Charles Stanley,"297 Horton Haven
West Joshuahaven, NV 63604",783-665-8519,moorefernando@example.com,Antonio Sanders,qgarcia@example.com,Saturday,16.27400735
2023-02-04 01:00:00,Pizza Beef Double decker,3,8.150440243,South,Cash,TRUE,Cloudy,20.03521211,Excellent,Neutral,36,Phone Order,John Ramos,"72603 Pamela Throughway
Sarahchester, CT 37398",+1-961-504-4776x014,russellward@example.com,Amy Hess,rmatthews@example.com,Saturday,24.45132073
2023-02-04 02:00:00,Carrot Cake,2,9.215571221,South,Credit Card,FALSE,Rainy,23.6719981,Excellent,Neutral,57,Online Order,Michael Rodriguez,"91825 Chen Springs Apt. 229
Port Douglas, MS 30760",377-678-7368x40725,rebeccapoole@example.org,Nicholas Stanley,juliemccann@example.org,Saturday,18.43114244
2023-02-04 03:00:00,Cheesecake,3,15.69440012,East,Cash,TRUE,Sunny,30.20874639,Good,Positive,32,In Store,Brandon Anderson,"383 Cole Overpass
Davidfurt, AZ 27417",001-458-527-7609,martinmiller@example.com,Christopher Miller,barrybenton@example.com,Saturday,47.08320035
2023-02-04 04:00:00,Pizza Margherita,1,5.172387099,North,Credit Card,FALSE,Rainy,21.8189734,Poor,Neutral,54,Phone Order,Michael Gordon,"869 Eugene Glens
Johnsonborough, OK 72743",3846881710,hendersonkrystal@example.net,Barry West,pjenkins@example.org,Saturday,5.172387099
2023-02-04 05:00:00,Vanilla Cake,4,11.13165892,East,Online,TRUE,Sunny,21.70642938,Good,Negative,55,Online Order,Kathy Nguyen,"4356 Lynch Mall
North Regina, AK 23870",(329)401-2405x513,sean48@example.org,Lisa Coffey,briannaharris@example.org,Saturday,44.52663567
2023-02-04 06:00:00,Red Velvet Cake,4,18.86040306,East,Online,TRUE,Cloudy,26.16440912,Average,Negative,53,Phone Order,Stephen Oneal,"57767 Williams Walk Apt. 551
Tiffanyview, ND 11595",+1-207-728-9209,tannerthompson@example.com,Johnathan Miller,matthewanderson@example.net,Saturday,75.44161223
2023-02-04 07:00:00,Chocolate Cake,5,6.678209248,West,Credit Card,FALSE,Rainy,29.71755558,Good,Negative,34,Phone Order,Jason Shaffer DDS,"31745 Hayden Villages
North Michaelburgh, AL 95066",(615)806-5151x2785,,Kelli Long,timothy04@example.com,Saturday,33.39104624
2023-02-04 08:00:00,Pizza Margherita,1,12.74636582,North,Credit Card,TRUE,Rainy,30.68107988,Good,Negative,27,In Store,Jason Ortiz,"0894 Benson Villages
Jonathanchester, SC 42741",(457)499-7838x02792,wporter@example.net,Jason Sanchez,,Saturday,12.74636582
2023-02-04 09:00:00,Cheesecake,3,16.79783574,North,Online,FALSE,Sunny,22.67676011,Average,Positive,59,In Store,Kristin Brewer,"9217 Jasmine Park
West Lindseymouth, WY 64979",5434493648,johnathan12@example.com,Chad Lee,mathewsashley@example.com,Saturday,50.39350721
2023-02-04 10:00:00,Carrot Cake,4,19.13796961,South,Online,TRUE,Sunny,21.19382221,Average,Negative,15,Phone Order,Adam Blake,"91905 Mooney Drive
Ericatown, AK 32318",(511)980-8104x024,mhicks@example.net,Heather Everett,,Saturday,76.55187845
2023-02-04 11:00:00,Red Velvet Cake,1,16.20164959,South,Cash,TRUE,Rainy,34.10595551,Average,Positive,18,In Store,Richard Calhoun,"26117 Miller Mountains Apt. 416
Marcusfort, AK 99928",388-496-1301,jamie16@example.org,Mr. Ryan Sanders,theresacarney@example.net,Saturday,16.20164959
2023-02-04 12:00:00,Cheesecake,4,15.80848323,West,Online,TRUE,Sunny,23.90999574,Average,Negative,38,In Store,Marilyn Thornton,"23409 Kayla Meadows
Thomasmouth, ME 53075",237.894.7437,andrewbarnett@example.com,Christopher Gordon,alexandriamyers@example.org,Saturday,63.23393292
2023-02-04 13:00:00,Vanilla Cake,3,17.39732135,East,Credit Card,FALSE,Rainy,32.80019746,Excellent,Positive,50,Online Order,Cheryl Henderson,"9798 Smith Shoals
North Michael, GU 04940",+1-450-343-3797x8624,burnsstacey@example.org,Allen Lloyd,kaylapaul@example.net,Saturday,52.19196406
2023-02-04 14:00:00,Vanilla Cake,4,11.69301831,South,Cash,FALSE,Sunny,32.95237176,Poor,Negative,50,Online Order,Oscar Cook,"75479 Harris Turnpike Apt. 183
West Sherry, LA 76611",+1-769-909-6027,charles59@example.com,Scott Forbes,anthonydavis@example.org,Saturday,46.77207326
2023-02-04 15:00:00,Vanilla Cake,5,17.08766799,South,Credit Card,FALSE,Cloudy,31.58783888,Poor,Negative,59,Phone Order,Charles Richardson,"02979 Robert Unions
West Ricardoshire, MS 54063",001-754-645-8792,denise72@example.com,Sandra Strickland,carterkimberly@example.net,Saturday,85.43833995
2023-02-04 16:00:00,Pizza Margherita,5,5.119466071,North,Cash,FALSE,Sunny,22.5325041,Average,Positive,16,Phone Order,Alison Miller,"48765 Yang Drive Suite 704
Johnstonmouth, LA 28063",227.368.5311,scottadrienne@example.net,Meghan Peters,jamesbrown@example.net,Saturday,25.59733036
2023-02-04 17:00:00,Pizza Margherita,4,18.86841583,North,Credit Card,FALSE,Cloudy,32.32702189,Poor,Neutral,42,Phone Order,Brett Patel,"6249 Stacey Lane Apt. 210
South Nicholasmouth, PW 99941",786.755.1515,jacksonnicholas@example.net,Melanie Payne,,Saturday,75.47366332
2023-02-04 18:00:00,Chocolate Cake,1,11.64959764,South,Online,TRUE,Sunny,31.53875839,Poor,Neutral,40,Phone Order,Zachary Johnson,"76714 Joseph Mount Apt. 556
Lake Barbarachester, HI 19290",(864)832-6878x4688,,Mrs. Amanda Mcdaniel MD,prodgers@example.com,Saturday,11.64959764
2023-02-04 19:00:00,Chocolate Cake,1,13.30070282,North,Credit Card,TRUE,Sunny,28.95084485,Poor,Neutral,37,Online Order,Shannon Anderson,"76350 Romero Mount
East Joshuaport, WI 78853",001-505-955-4837,robinsonelizabeth@example.com,Megan Huynh,qanderson@example.com,Saturday,13.30070282
2023-02-04 20:00:00,Carrot Cake,1,8.823233734,West,Cash,FALSE,Rainy,25.05803053,Poor,Positive,29,In Store,Patricia Anderson,"848 Santos Pike
Dawnbury, NY 31256",653.864.2829x17169,byoung@example.org,Christopher Faulkner,christinetapia@example.org,Saturday,8.823233734
2023-02-04 21:00:00,Red Velvet Cake,4,16.13796249,South,Credit Card,TRUE,Sunny,23.93762906,Average,Neutral,50,Online Order,Stanley Lyons,"7628 Carrie Road
Elliottville, MH 83887",(578)791-1837,kimwilliam@example.com,Jennifer Patterson,mayosean@example.net,Saturday,64.55184997
2023-02-04 22:00:00,Pizza Pepperoni,1,6.149537097,North,Cash,TRUE,Sunny,21.82833818,Good,Neutral,41,Phone Order,Mark Higgins,"986 Gibson Mountains Apt. 334
Port Timothy, AL 30159",9858605623,adamkent@example.org,Terri Holt,,Saturday,6.149537097
2023-02-04 23:00:00,Pizza Pepperoni,3,18.08953704,West,Credit Card,TRUE,Cloudy,27.646356,Good,Positive,20,Phone Order,Steven Anderson,"7557 Erika Cliff
South Lindachester, SD 03245",001-889-582-6417x16374,evelyn16@example.com,Vicki Hudson,lisa47@example.net,Saturday,54.26861111
2023-02-05 00:00:00,Cheesecake,5,17.42175244,North,Online,TRUE,Sunny,28.77891313,Good,Neutral,49,Online Order,Johnathan Salazar,"077 Rowe Meadows Apt. 617
Nicholeborough, AK 76934",784.633.1766,jacob35@example.net,Jerry Ray,jeremy66@example.com,Sunday,87.10876218
2023-02-05 01:00:00,Vanilla Cake,3,8.240901744,North,Online,FALSE,Rainy,25.39008486,Excellent,Neutral,53,Online Order,Janet Malone,"80264 Sherri Forest
Monicahaven, NH 36548",(562)357-1446x17065,amanda69@example.org,Shannon Martinez,ugill@example.net,Sunday,24.72270523
2023-02-05 02:00:00,Red Velvet Cake,1,17.13986597,North,Credit Card,TRUE,Cloudy,27.13038602,Poor,Neutral,52,Phone Order,Margaret Perez,"32028 Mercado Glen
South Amyfurt, ME 84987",724-271-7571x74972,egreen@example.com,Melinda Johnson,angela13@example.net,Sunday,17.13986597
2023-02-05 03:00:00,Pizza Margherita,3,16.795366,South,Credit Card,FALSE,Rainy,25.45271686,Average,Positive,49,In Store,John Roberts,"8762 Wood Cove Suite 642
Markfort, UT 16715",863.726.2039,arnoldandrew@example.net,Zachary Marshall,fhawkins@example.net,Sunday,50.38609799
2023-02-05 04:00:00,Fruit Cake,1,14.48324897,East,Credit Card,FALSE,Rainy,29.61509086,Average,Positive,50,Phone Order,Dr. Sharon Riley,"28681 Hayden Islands Apt. 014
New Davidberg, GU 43219",001-263-895-1542x132,gregorypierce@example.net,Eric Perez,nicolehobbs@example.org,Sunday,14.48324897
2023-02-05 05:00:00,Pizza Beef Double decker,4,10.60280265,North,Cash,TRUE,Rainy,33.51888812,Excellent,Neutral,24,Online Order,Andre Nelson,"95712 Wiley Villages Suite 275
Lake Stephanie, MT 83612",589-804-4256,ajackson@example.org,Tanya Gutierrez,calvingrimes@example.net,Sunday,42.41121061
2023-02-05 06:00:00,Carrot Cake,3,9.072481313,West,Credit Card,FALSE,Rainy,22.45880393,Average,Neutral,44,Phone Order,Charles Grant,"559 Christy Bridge Suite 701
South Hollyborough, WV 76063",001-618-645-4016x17310,robertraymond@example.com,Lori Parker,jimenezdavid@example.org,Sunday,27.21744394
2023-02-05 07:00:00,Vanilla Cake,4,8.476753854,South,Credit Card,TRUE,Cloudy,25.72113215,Good,Positive,55,Phone Order,Charles Pena,"3043 Smith Mount Suite 376
Scotttown, ID 06136",(872)342-5824,thomasjoseph@example.com,Megan Long,sheri14@example.com,Sunday,33.90701542
2023-02-05 08:00:00,Vanilla Cake,4,9.779134441,South,Cash,TRUE,Sunny,22.11302906,Excellent,Neutral,52,In Store,Charles Noble,"14580 Molina Square
Leeville, MT 24060",285.413.9841x1404,kharris@example.com,Misty Peterson,rmartinez@example.org,Sunday,39.11653777
2023-02-05 09:00:00,Vanilla Cake,2,18.55337665,West,Online,TRUE,Rainy,,Average,Positive,43,Phone Order,Thomas Jones,"617 Andrea Island Apt. 334
East Katherineside, AZ 17439",718-529-6862x3238,gwilliamson@example.org,Mary Johnson,johnhumphrey@example.org,Sunday,37.1067533
2023-02-05 10:00:00,Pizza Margherita,1,6.16461164,North,Credit Card,FALSE,Cloudy,,Excellent,Neutral,57,Phone Order,Brian Gallegos,"0890 Blevins Isle Apt. 641
Quinnbury, PA 29001",+1-347-802-1882x663,leeashley@example.org,Jessica Mcdonald,nealderek@example.net,Sunday,6.16461164
2023-02-05 11:00:00,Pizza Margherita,5,17.43306914,East,Credit Card,FALSE,Rainy,33.97869099,Excellent,Positive,53,Phone Order,Kiara Richardson,"170 Sonya Run
Port Barbaraborough, NH 38460",789.916.4650x42419,,Tricia Bailey,jgross@example.net,Sunday,87.16534572
2023-02-05 12:00:00,Pizza Beef Double decker,1,10.23335113,North,Online,FALSE,Sunny,24.18307889,Average,Negative,18,Online Order,Paul Holt,"49261 Burns Alley Suite 041
Cameronside, PA 61272",722.603.9189,michael82@example.net,Kaitlyn Young,brandon17@example.org,Sunday,10.23335113
2023-02-05 13:00:00,Red Velvet Cake,5,12.82399094,West,Online,TRUE,Cloudy,34.25316809,Good,Negative,19,Online Order,Anthony Anderson,"2738 Kim Vista
North Andreamouth, HI 17539",916-571-9773,nathan98@example.org,Meredith Jones,kathrynjohnson@example.org,Sunday,64.1199547
2023-02-05 14:00:00,Vanilla Cake,1,16.9172845,South,Cash,TRUE,Cloudy,20.94894008,Average,Positive,18,In Store,Joseph Harris,"PSC 5298, Box 9882
APO AP 03445",001-619-629-8947,jeremy68@example.net,Micheal Lane,jacob85@example.net,Sunday,16.9172845
2023-02-05 15:00:00,Pizza Pepperoni,4,18.26564821,East,Credit Card,TRUE,Sunny,29.04520795,Poor,Negative,50,Phone Order,Kristina Sims,"3886 Matthew Wall
Wilsonborough, DE 12193",898-425-9246x86892,zkeith@example.com,Andrew Curry,garciabrandon@example.com,Sunday,73.06259282
2023-02-05 16:00:00,Chocolate Cake,3,10.1717213,South,Credit Card,FALSE,Cloudy,20.85699079,Poor,Neutral,59,Online Order,Olivia Goodwin,"2459 Frederick Islands Apt. 048
Allenmouth, AR 23691",001-474-509-9567x191,ehoover@example.net,Brittany Kim,debbie90@example.org,Sunday,30.5151639
2023-02-05 17:00:00,Pizza Pepperoni,3,11.92765222,West,Cash,TRUE,Sunny,,Average,Positive,30,In Store,Marc Williams,"568 James Forges Suite 733
Port Ericaport, LA 61142",(355)576-4215,kristy00@example.org,Julie Martinez,amandacase@example.org,Sunday,35.78295666
2023-02-05 18:00:00,Cheesecake,2,11.21774097,North,Online,TRUE,Cloudy,27.94713586,Good,,39,Phone Order,Dennis Landry,"981 Tammy Vista
Ashleyburgh, VA 11497",613.210.8435x230,boothgeorge@example.net,Andrea Johnston,vreed@example.com,Sunday,22.43548194
2023-02-05 19:00:00,Pizza Pepperoni,5,5.198765503,East,Cash,FALSE,Cloudy,30.04022526,Poor,Neutral,28,In Store,Donna Roberts,"0327 Becky Alley
Walkerborough, MA 51922",233.605.5229,rachel53@example.com,Sarah Brown,jerryandrews@example.org,Sunday,25.99382751
2023-02-05 20:00:00,Cheesecake,5,9.439143333,South,Online,FALSE,Sunny,32.47360889,Poor,Neutral,25,In Store,Kathryn Blevins,"388 Pierce Lakes
South Kimberlyville, DC 34780",3183976904,erinriley@example.org,Tricia Sims,iberry@example.org,Sunday,47.19571666
2023-02-05 21:00:00,Fruit Cake,5,11.88783851,South,Cash,FALSE,Sunny,22.25465934,Average,Positive,43,In Store,Dennis Stewart,"80589 Bailey Roads Apt. 840
Warrenbury, CA 28396",(337)899-4990x59614,vsimpson@example.net,Tammy Wang,smithcheyenne@example.org,Sunday,59.43919253
2023-02-05 22:00:00,Chocolate Cake,4,11.16640413,South,Online,TRUE,Cloudy,20.57887343,Average,Neutral,48,In Store,Steven Dunn,"605 Robert Street Suite 447
Smithshire, HI 65510",001-621-201-4436x0590,rollinsholly@example.org,Brandon Fleming,nicolemcdonald@example.net,Sunday,44.66561653
2023-02-05 23:00:00,Pizza Pepperoni,5,15.82893841,North,Cash,TRUE,Cloudy,33.18321719,Average,Positive,36,In Store,Daniel Reed,"78570 Meyer Village Apt. 522
Brittanystad, MH 43446",856.343.9455x147,chungkenneth@example.com,Morgan Perry,josephclark@example.net,Sunday,79.14469206
2023-02-06 00:00:00,Fruit Cake,3,10.77205426,East,Online,TRUE,Sunny,24.72399841,Excellent,Neutral,28,In Store,Aaron Myers,"3016 Aaron Stream
Andersonbury, CT 70147",596.744.2650x57858,xrodriguez@example.net,Michael Flynn,christopherlucas@example.net,Monday,32.31616277
2023-02-06 01:00:00,Carrot Cake,4,12.34064673,North,Online,FALSE,Sunny,21.93468362,Excellent,Positive,38,In Store,Roberto Guzman,"4836 Kelly Bridge Suite 606
Lake Lindseychester, WA 60838",511-510-0350x653,,Stacy Willis,taylorcaroline@example.com,Monday,49.36258694
2023-02-06 02:00:00,Red Velvet Cake,1,11.44412888,North,Online,FALSE,Cloudy,27.02691856,Excellent,Neutral,53,Phone Order,James Smith,"USCGC Harris
FPO AE 72564",488-504-6544,,Matthew Smith,vickilopez@example.org,Monday,11.44412888
2023-02-06 03:00:00,Fruit Cake,5,16.10939223,North,Online,FALSE,Cloudy,28.97459114,Average,Neutral,40,Phone Order,Julie Richards,"29693 Reed Course
Pittsfort, TN 70957",442.769.4218,aprilluna@example.net,Stephanie Green,justinwright@example.net,Monday,80.54696117
2023-02-06 04:00:00,Red Velvet Cake,5,17.94458598,West,Online,FALSE,Cloudy,20.46455905,Good,Negative,57,In Store,Tara Day,"Unit 4349 Box 0738
DPO AE 17967",(305)638-6060x5411,justinlong@example.org,Douglas Parks,imiddleton@example.com,Monday,89.72292992
2023-02-06 05:00:00,Pizza Pepperoni,1,12.97833619,West,Credit Card,TRUE,Sunny,24.12343487,Poor,,50,Phone Order,Gerald James,"1910 Stacey Forks Apt. 388
Dennisland, AS 84255",+1-461-990-5834x2725,,Christina Lopez,kaylacruz@example.org,Monday,12.97833619
2023-02-06 06:00:00,Fruit Cake,5,16.84148291,West,Online,TRUE,Cloudy,20.49199811,Excellent,Negative,53,In Store,Heather Wilson,"962 Smith Hill
Griffinville, VT 01525",626.686.9752x8608,stacie19@example.com,Brian Harris,edward95@example.com,Monday,84.20741456
2023-02-06 07:00:00,Chocolate Cake,1,9.45180023,East,Credit Card,TRUE,Rainy,26.30503084,Good,,30,Phone Order,Jennifer Gallegos,"32359 Chelsea Village Apt. 341
North Gregorymouth, SD 79280",+1-699-630-4133x638,royschwartz@example.com,Chris Hart,ashleymatthew@example.com,Monday,9.45180023
2023-02-06 08:00:00,Pizza Pepperoni,4,13.12054415,North,Online,TRUE,Sunny,33.42650044,Average,Positive,52,Online Order,Dana Warren,"8777 Phillips Lodge
Aguilarland, NJ 70211",001-811-764-5085x146,shelley74@example.org,Christopher Gonzalez,kperkins@example.net,Monday,52.48217661
2023-02-06 09:00:00,Vanilla Cake,3,10.17844931,North,Credit Card,TRUE,Cloudy,34.73978617,Excellent,Neutral,46,In Store,Christopher Arias,"669 Dalton Fields Suite 351
North Timothyland, MH 64217",+1-408-247-1580x6536,allenmoore@example.org,Nicholas Williams MD,destiny61@example.net,Monday,30.53534792
2023-02-06 10:00:00,Pizza Margherita,1,11.21301388,West,Credit Card,TRUE,Sunny,29.5557133,Average,Negative,20,Online Order,Brenda Ferguson,"PSC 6202, Box 2105
APO AE 20376",(338)368-8883x207,alexander51@example.com,Susan Castillo,vwilson@example.org,Monday,11.21301388
2023-02-06 11:00:00,Fruit Cake,2,15.98620797,North,Cash,TRUE,Rainy,22.42456541,Good,Neutral,48,In Store,Sonya Stevenson,"202 Sims Prairie Suite 097
North Ericfurt, GA 05823",001-984-791-3962x8838,showell@example.com,Tracey Alvarado,miawilliams@example.org,Monday,31.97241594
2023-02-06 12:00:00,Chocolate Cake,1,18.22493723,North,Online,TRUE,Sunny,,Excellent,Negative,22,In Store,Ryan Richardson,"44572 Max Meadows Suite 694
East Phillipport, FL 57957",001-469-212-6447,darren89@example.net,Lawrence Shah,dcarey@example.com,Monday,18.22493723
2023-02-06 13:00:00,Carrot Cake,5,6.822430866,South,Cash,FALSE,Cloudy,27.74371735,Excellent,Negative,44,Online Order,Joseph Guzman,"07871 Wheeler Centers
Terrimouth, OK 94069",001-974-799-9063x5511,erin89@example.net,Andrew Fox,kristopherkelly@example.org,Monday,34.11215433
2023-02-06 14:00:00,Vanilla Cake,4,14.51958885,North,Cash,FALSE,Rainy,,Excellent,Positive,41,Online Order,Lindsey Reid,"PSC 1560, Box 2434
APO AP 33050",502.742.4306x945,kevin04@example.com,Tammy Guerrero,christopher31@example.com,Monday,58.07835539
2023-02-06 15:00:00,Carrot Cake,4,13.73215711,South,Online,TRUE,Rainy,33.82590004,Excellent,Positive,21,Online Order,Ryan Wright,"1892 Victoria Ways
Port Kellyview, PR 17799",(438)341-4456,kbutler@example.com,Brenda Kim,bmorgan@example.com,Monday,54.92862845
2023-02-06 16:00:00,Pizza Pepperoni,1,6.776225588,North,Cash,FALSE,Cloudy,,Good,Negative,41,In Store,David Williams,"7497 Guerrero Summit Suite 780
Lewismouth, PR 55549",715-440-0917x935,travisrobinson@example.org,Ryan West,uknox@example.com,Monday,6.776225588
2023-02-06 17:00:00,Pizza Margherita,3,8.178414957,East,Online,TRUE,Cloudy,30.97557909,Excellent,Negative,39,Online Order,Claudia Krause,"56541 Hansen Skyway Suite 126
New Anthony, UT 36009",414.310.1897,debra94@example.com,Judith Watts,susan92@example.com,Monday,24.53524487
2023-02-06 18:00:00,Fruit Cake,2,9.665037421,West,Cash,TRUE,Cloudy,30.63771056,Poor,Neutral,55,Online Order,Terrance Mullen,"466 Craig Summit
South Philipshire, NJ 74783",462-729-2620x892,amandadeleon@example.com,Stephanie Waters,rcochran@example.org,Monday,19.33007484
2023-02-06 19:00:00,Fruit Cake,4,7.503966062,South,Online,FALSE,Sunny,23.00509732,Poor,,29,Phone Order,William Diaz,"338 Jennifer View
North Christopher, NH 64696",001-616-673-5229,qhall@example.net,Stephanie Craig,,Monday,30.01586425
2023-02-06 20:00:00,Pizza Pepperoni,5,8.655942238,West,Online,TRUE,Sunny,23.16510038,Average,Neutral,39,Phone Order,Steven Vasquez,"62898 Paul Cliffs Apt. 277
Port Gloriaborough, PR 33873",+1-872-931-1851x72347,,Natalie Camacho,peggyfranklin@example.com,Monday,43.27971119
2023-02-06 21:00:00,Pizza Pepperoni,5,9.014011983,South,Online,TRUE,Sunny,30.32439498,Excellent,,36,Online Order,Samuel Hester,"53587 Holly Views
Martinbury, FM 18573",001-517-842-7199x027,,Timothy Humphrey,vstark@example.com,Monday,45.07005991
2023-02-06 22:00:00,Pizza Margherita,3,10.0351075,South,Credit Card,TRUE,Cloudy,23.29584125,Poor,,32,Online Order,John Jones,"0389 Timothy Corner Apt. 553
New Lisa, OH 28678",+1-462-235-5697x2795,bennettvincent@example.com,Brian Moore,jbruce@example.org,Monday,30.10532249
